sequence_id	class_fst_stage	class_snd_stage
NODE_1_length_219800_cov_10.168213	bacteria	n/a
NODE_2_length_196406_cov_84.446012	bacteria	n/a
NODE_3_length_191322_cov_582.711189	bacteria	n/a
NODE_4_length_158741_cov_535.929553	bacteria	n/a
NODE_5_length_151223_cov_206.657163	bacteria	n/a
NODE_6_length_139507_cov_36.928836	bacteria	n/a
NODE_7_length_135900_cov_10.954595	bacteria	n/a
NODE_8_length_134307_cov_19.969021	bacteria	n/a
NODE_9_length_132354_cov_179.935729	bacteria	n/a
NODE_10_length_126781_cov_79.082501	bacteria	n/a
NODE_11_length_124327_cov_573.343344	bacteria	n/a
NODE_12_length_123503_cov_128.695872	bacteria	n/a
NODE_13_length_118271_cov_33.356398	bacteria	n/a
NODE_14_length_114629_cov_22.248756	bacteria	n/a
NODE_15_length_114058_cov_9.401875	bacteria	n/a
NODE_16_length_112532_cov_120.019897	bacteria	n/a
NODE_17_length_110490_cov_19.647974	bacteria	n/a
NODE_19_length_109737_cov_23.653006	bacteria	n/a
NODE_20_length_108477_cov_63.548016	bacteria	n/a
NODE_21_length_107601_cov_12.341538	bacteria	n/a
NODE_22_length_107245_cov_47.547215	bacteria	n/a
NODE_23_length_107026_cov_296.832955	bacteria	n/a
NODE_24_length_106514_cov_186.970749	bacteria	n/a
NODE_25_length_106033_cov_24.377578	bacteria	n/a
NODE_26_length_105334_cov_474.348522	bacteria	n/a
NODE_27_length_105068_cov_23.306410	bacteria	n/a
NODE_28_length_104462_cov_82.485552	bacteria	n/a
NODE_29_length_101827_cov_67.732176	bacteria	n/a
NODE_30_length_101268_cov_126.100797	bacteria	n/a
NODE_31_length_100303_cov_8.958124	bacteria	n/a
NODE_32_length_99734_cov_259.783886	bacteria	n/a
NODE_33_length_99066_cov_11.490208	bacteria	n/a
NODE_34_length_97059_cov_63.372047	bacteria	n/a
NODE_35_length_97054_cov_9.126372	bacteria	n/a
NODE_36_length_97049_cov_11.944790	bacteria	n/a
NODE_37_length_95079_cov_19.408107	bacteria	n/a
NODE_38_length_94130_cov_37.816689	bacteria	n/a
NODE_39_length_89949_cov_146.903431	bacteria	n/a
NODE_40_length_89254_cov_276.402157	bacteria	n/a
NODE_41_length_87076_cov_541.206444	bacteria	n/a
NODE_42_length_87072_cov_7.618063	bacteria	n/a
NODE_43_length_85605_cov_90.416061	bacteria	n/a
NODE_44_length_85130_cov_11.500758	bacteria	n/a
NODE_45_length_84918_cov_70.143031	bacteria	n/a
