sequence_id	class_fst_stage	class_snd_stage
c_000000000128	bacteria	n/a
c_000000000199	bacteria	n/a
c_000000000224	archaea	n/a
c_000000000298	bacteria	n/a
c_000000000307	bacteria	n/a
c_000000000309	bacteria	n/a
c_000000000319	bacteria	n/a
c_000000000477	bacteria	n/a
c_000000000480	archaea	n/a
c_000000000531	bacteria	n/a
c_000000000539	bacteria	n/a
c_000000000599	bacteria	n/a
c_000000000682	bacteria	n/a
c_000000000735	bacteria	n/a
c_000000000771	bacteria	n/a
c_000000000802	bacteria	n/a
c_000000000845	bacteria	n/a
c_000000000873	bacteria	n/a
c_000000000889	prokarya	n/a
c_000000001024	archaea	n/a
c_000000001042	bacteria	n/a
c_000000001112	bacteria	n/a
c_000000001123	bacteria	n/a
c_000000001132	bacteria	n/a
c_000000001207	archaea	n/a
c_000000001217	bacteria	n/a
c_000000001257	bacteria	n/a
c_000000001291	archaea	n/a
c_000000001342	bacteria	n/a
c_000000001343	bacteria	n/a
c_000000001375	bacteria	n/a
c_000000001393	bacteria	n/a
c_000000001397	bacteria	n/a
c_000000001408	bacteria	n/a
c_000000001419	bacteria	n/a
c_000000001429	bacteria	n/a
c_000000001437	bacteria	n/a
c_000000001458	bacteria	n/a
c_000000001569	bacteria	n/a
c_000000001587	bacteria	n/a
c_000000001664	bacteria	n/a
c_000000001728	bacteria	n/a
c_000000001768	archaea	n/a
c_000000001802	bacteria	n/a
c_000000001854	bacteria	n/a
c_000000001885	bacteria	n/a
c_000000001924	bacteria	n/a
c_000000001935	bacteria	n/a
c_000000001942	bacteria	n/a
c_000000001961	bacteria	n/a
c_000000001979	bacteria	n/a
c_000000002011	bacteria	n/a
c_000000002060	bacteria	n/a
c_000000002080	bacteria	n/a
c_000000002095	bacteria	n/a
c_000000002124	bacteria	n/a
c_000000002190	bacteria	n/a
c_000000002207	bacteria	n/a
c_000000002350	bacteria	n/a
c_000000002373	archaea	n/a
c_000000002410	bacteria	n/a
c_000000002414	bacteria	n/a
c_000000002477	bacteria	n/a
c_000000002512	archaea	n/a
c_000000002528	bacteria	n/a
c_000000002655	bacteria	n/a
c_000000002656	bacteria	n/a
c_000000002687	bacteria	n/a
c_000000002747	bacteria	n/a
c_000000002756	bacteria	n/a
c_000000002775	bacteria	n/a
c_000000002788	bacteria	n/a
c_000000002792	bacteria	n/a
c_000000002804	bacteria	n/a
c_000000002826	bacteria	n/a
c_000000002850	bacteria	n/a
c_000000002853	bacteria	n/a
c_000000002876	bacteria	n/a
c_000000002893	bacteria	n/a
c_000000002894	bacteria	n/a
c_000000002935	bacteria	n/a
c_000000003016	bacteria	n/a
c_000000003028	bacteria	n/a
c_000000003070	bacteria	n/a
c_000000003134	bacteria	n/a
c_000000003161	bacteria	n/a
c_000000003199	bacteria	n/a
c_000000003233	bacteria	n/a
c_000000003299	bacteria	n/a
c_000000003395	bacteria	n/a
c_000000003454	bacteria	n/a
c_000000003500	bacteria	n/a
c_000000003552	bacteria	n/a
c_000000003585	archaea	n/a
c_000000003614	bacteria	n/a
c_000000003662	archaea	n/a
c_000000003694	bacteria	n/a
c_000000003706	bacteria	n/a
c_000000003711	bacteria	n/a
c_000000003733	bacteria	n/a
c_000000003739	bacteria	n/a
c_000000003772	bacteria	n/a
c_000000003827	bacteria	n/a
c_000000003842	bacteria	n/a
c_000000003863	bacteria	n/a
c_000000003943	archaea	n/a
c_000000003998	bacteria	n/a
c_000000004049	bacteria	n/a
c_000000004055	bacteria	n/a
c_000000004068	bacteria	n/a
c_000000004074	bacteria	n/a
c_000000004075	bacteria	n/a
c_000000004110	bacteria	n/a
c_000000004137	archaea	n/a
c_000000004151	bacteria	n/a
c_000000004153	bacteria	n/a
c_000000004238	bacteria	n/a
c_000000004264	archaea	n/a
c_000000004390	archaea	n/a
c_000000004528	bacteria	n/a
c_000000004545	bacteria	n/a
c_000000004552	bacteria	n/a
c_000000004604	bacteria	n/a
c_000000004610	bacteria	n/a
c_000000004631	bacteria	n/a
c_000000004658	bacteria	n/a
c_000000004693	bacteria	n/a
c_000000004697	bacteria	n/a
c_000000004700	bacteria	n/a
c_000000004705	bacteria	n/a
c_000000004707	bacteria	n/a
c_000000004708	bacteria	n/a
c_000000004720	bacteria	n/a
c_000000004750	bacteria	n/a
c_000000004793	bacteria	n/a
c_000000004804	archaea	n/a
c_000000004876	bacteria	n/a
c_000000004903	archaea	n/a
c_000000004905	bacteria	n/a
c_000000004993	bacteria	n/a
c_000000005039	bacteria	n/a
c_000000005066	bacteria	n/a
c_000000005077	bacteria	n/a
c_000000005145	bacteria	n/a
c_000000005150	archaea	n/a
c_000000005152	bacteria	n/a
c_000000005154	bacteria	n/a
c_000000005226	bacteria	n/a
c_000000005267	bacteria	n/a
c_000000005278	prokarya	n/a
c_000000005281	bacteria	n/a
c_000000005338	bacteria	n/a
c_000000005353	bacteria	n/a
c_000000005356	archaea	n/a
c_000000005406	bacteria	n/a
c_000000005479	bacteria	n/a
c_000000005531	archaea	n/a
c_000000005564	bacteria	n/a
c_000000005593	bacteria	n/a
c_000000005618	bacteria	n/a
c_000000005626	bacteria	n/a
c_000000005644	bacteria	n/a
c_000000005653	archaea	n/a
c_000000005690	bacteria	n/a
c_000000005715	bacteria	n/a
c_000000005758	bacteria	n/a
c_000000005780	bacteria	n/a
c_000000005791	bacteria	n/a
c_000000005803	bacteria	n/a
c_000000005808	bacteria	n/a
c_000000005843	bacteria	n/a
c_000000005857	archaea	n/a
c_000000005873	bacteria	n/a
c_000000005875	bacteria	n/a
c_000000005909	bacteria	n/a
c_000000005932	bacteria	n/a
c_000000005933	bacteria	n/a
c_000000005945	bacteria	n/a
c_000000005955	bacteria	n/a
c_000000005970	bacteria	n/a
c_000000005980	bacteria	n/a
c_000000005995	archaea	n/a
c_000000006028	bacteria	n/a
c_000000006093	bacteria	n/a
c_000000006119	bacteria	n/a
c_000000006161	bacteria	n/a
c_000000006188	bacteria	n/a
c_000000006206	bacteria	n/a
c_000000006208	bacteria	n/a
c_000000006232	bacteria	n/a
c_000000006240	bacteria	n/a
c_000000006268	archaea	n/a
c_000000006294	bacteria	n/a
c_000000006304	bacteria	n/a
c_000000006437	bacteria	n/a
c_000000006486	bacteria	n/a
c_000000006535	bacteria	n/a
c_000000006580	bacteria	n/a
c_000000006591	bacteria	n/a
c_000000006615	prokarya	n/a
c_000000006630	bacteria	n/a
c_000000006658	prokarya	n/a
