sequence_id	class_fst_stage	class_snd_stage
NODE_1_length_244930_cov_26.992143	eukarya	n/a
NODE_2_length_222212_cov_6.503855	bacteria	n/a
NODE_3_length_218828_cov_29.213843	eukarya	n/a
NODE_4_length_217761_cov_25.464447	eukarya	n/a
NODE_5_length_207871_cov_6.957015	archaea	n/a
NODE_6_length_201303_cov_16.610048	prokarya	n/a
NODE_7_length_200666_cov_8.720713	prokarya	n/a
NODE_8_length_197073_cov_25.074557	eukarya	n/a
NODE_9_length_194137_cov_23.870220	archaea	n/a
NODE_10_length_190457_cov_11.605146	archaea	n/a
NODE_11_length_183603_cov_27.688468	eukarya	n/a
NODE_12_length_180056_cov_27.858312	eukarya	n/a
NODE_13_length_175162_cov_6.957586	archaea	n/a
NODE_14_length_171391_cov_22.217176	archaea	n/a
NODE_15_length_167727_cov_29.571926	eukarya	n/a
NODE_16_length_163440_cov_7.684139	bacteria	n/a
NODE_17_length_163221_cov_33.209455	eukarya	n/a
NODE_18_length_160557_cov_6.156708	bacteria	n/a
NODE_19_length_159536_cov_25.494836	eukarya	n/a
NODE_20_length_158122_cov_30.176191	bacteria	n/a
NODE_21_length_157764_cov_26.727466	eukarya	n/a
NODE_22_length_157498_cov_4.871242	bacteria	n/a
NODE_23_length_155604_cov_5.891153	bacteria	n/a
NODE_24_length_152556_cov_30.369775	eukarya	n/a
NODE_25_length_149435_cov_29.750897	eukarya	n/a
NODE_26_length_148879_cov_17.692482	archaea	n/a
NODE_27_length_146504_cov_14.010249	prokarya	n/a
NODE_28_length_146377_cov_27.608576	eukarya	n/a
NODE_29_length_144393_cov_28.348876	eukarya	n/a
NODE_30_length_142842_cov_25.710842	eukarya	n/a
NODE_31_length_141786_cov_22.807685	archaea	n/a
NODE_32_length_140794_cov_21.539161	archaea	n/a
NODE_33_length_140165_cov_24.964978	eukarya	n/a
NODE_34_length_134750_cov_5.445206	bacteria	n/a
NODE_35_length_132066_cov_27.658028	eukarya	n/a
NODE_36_length_130151_cov_25.999577	eukarya	n/a
NODE_37_length_130066_cov_6.977863	archaea	n/a
NODE_38_length_129865_cov_6.902665	archaea	n/a
NODE_39_length_129691_cov_26.031264	eukarya	n/a
NODE_40_length_127635_cov_27.157195	eukarya	n/a
NODE_41_length_127406_cov_7.057314	archaea	n/a
NODE_42_length_127344_cov_32.392933	eukarya	n/a
NODE_43_length_125715_cov_27.966099	eukarya	n/a
NODE_44_length_123641_cov_31.701843	bacteria	n/a
NODE_45_length_123128_cov_14.762011	bacteria	n/a
NODE_46_length_122317_cov_14.994209	bacteria	n/a
NODE_47_length_122026_cov_19.190676	archaea	n/a
NODE_48_length_120989_cov_32.173070	eukarya	n/a
NODE_49_length_120653_cov_5.180650	bacteria	n/a
NODE_50_length_120491_cov_11.098716	bacteria	n/a
NODE_51_length_118109_cov_8.836177	bacteria	n/a
NODE_52_length_117697_cov_32.394808	archaea	n/a
NODE_53_length_117174_cov_22.030362	archaea	n/a
NODE_54_length_116422_cov_20.732519	archaea	n/a
NODE_55_length_115607_cov_11.117618	archaea	n/a
NODE_56_length_114045_cov_34.787894	eukarya	n/a
NODE_57_length_113857_cov_13.052802	bacteria	n/a
NODE_58_length_113169_cov_9.362148	bacteria	n/a
NODE_59_length_113130_cov_24.750997	eukarya	n/a
NODE_60_length_113082_cov_5.176365	bacteria	n/a
NODE_61_length_111214_cov_4.302432	bacteria	n/a
NODE_62_length_111170_cov_26.893597	eukarya	n/a
NODE_63_length_111055_cov_9.355324	bacteria	n/a
NODE_64_length_110960_cov_46.831865	bacteria	n/a
NODE_65_length_110735_cov_13.331596	unknown	n/a
NODE_66_length_109900_cov_6.034785	bacteria	n/a
NODE_67_length_109342_cov_33.025410	eukarya	n/a
NODE_68_length_108086_cov_5.687580	bacteria	n/a
NODE_69_length_107620_cov_24.879933	eukarya	n/a
NODE_70_length_106645_cov_8.780083	bacteria	n/a
NODE_71_length_106420_cov_26.747389	eukarya	n/a
NODE_72_length_106184_cov_24.449057	eukarya	n/a
NODE_73_length_104536_cov_27.279161	eukarya	n/a
NODE_74_length_104333_cov_7.004440	archaea	n/a
NODE_75_length_103767_cov_5.355079	bacteria	n/a
NODE_76_length_103580_cov_16.155025	archaea	n/a
NODE_77_length_103352_cov_27.890374	eukarya	n/a
NODE_78_length_102758_cov_16.219448	archaea	n/a
NODE_79_length_101709_cov_25.927735	bacteria	n/a
NODE_80_length_101602_cov_5.065191	bacteria	n/a
NODE_81_length_101440_cov_9.359185	bacteria	n/a
NODE_82_length_101260_cov_27.240146	eukarya	n/a
NODE_83_length_100772_cov_27.593455	eukarya	n/a
NODE_84_length_100759_cov_10.405317	bacteria	n/a
NODE_85_length_100404_cov_26.732723	eukarya	n/a
NODE_86_length_100299_cov_5.753102	archaea	n/a
NODE_87_length_100159_cov_5.498671	bacteria	n/a
NODE_88_length_100063_cov_18.342263	prokarya	n/a
NODE_89_length_100010_cov_31.833485	archaea	n/a
NODE_90_length_99954_cov_20.672569	prokarya	n/a
NODE_91_length_99832_cov_6.375788	bacteria	n/a
NODE_92_length_99506_cov_31.260782	eukarya	n/a
NODE_93_length_99214_cov_17.885023	archaea	n/a
NODE_94_length_97707_cov_27.997819	eukarya	n/a
NODE_95_length_96340_cov_30.800831	eukarya	n/a
NODE_96_length_96248_cov_8.993960	bacteria	n/a
NODE_97_length_95737_cov_33.071863	eukarya	n/a
NODE_98_length_95606_cov_29.807736	eukarya	n/a
NODE_99_length_95467_cov_31.724835	eukarya	n/a
NODE_100_length_95181_cov_32.344490	eukarya	n/a
NODE_101_length_94677_cov_5.976507	bacteria	n/a
NODE_102_length_94457_cov_15.009385	bacteria	n/a
NODE_103_length_94431_cov_21.266434	archaea	n/a
NODE_104_length_93511_cov_27.085538	eukarya	n/a
NODE_105_length_93173_cov_4.244829	bacteria	n/a
NODE_106_length_92834_cov_22.655569	archaea	n/a
NODE_107_length_92494_cov_13.712178	prokarya	n/a
NODE_108_length_91754_cov_8.666300	prokarya	n/a
NODE_109_length_91713_cov_9.399234	bacteria	n/a
NODE_110_length_91080_cov_7.164669	archaea	n/a
NODE_111_length_90892_cov_18.881249	archaea	n/a
NODE_112_length_90633_cov_14.405485	archaea	n/a
NODE_113_length_90333_cov_20.420025	archaea	n/a
NODE_114_length_90035_cov_26.404934	eukarya	n/a
NODE_115_length_89666_cov_27.916908	eukarya	n/a
NODE_116_length_89395_cov_28.834710	eukarya	n/a
NODE_117_length_89116_cov_17.690448	prokarya	n/a
NODE_118_length_88616_cov_5.479963	bacteria	n/a
NODE_119_length_88607_cov_27.672373	eukarya	n/a
NODE_120_length_88284_cov_5.223702	bacteria	n/a
NODE_121_length_88156_cov_5.865177	bacteria	n/a
NODE_122_length_87892_cov_41.269579	eukarya	n/a
NODE_123_length_87863_cov_5.435256	bacteria	n/a
NODE_124_length_87728_cov_5.129595	bacteria	n/a
NODE_125_length_87695_cov_8.365826	archaea	n/a
NODE_126_length_86433_cov_4.821540	bacteria	n/a
NODE_127_length_86431_cov_12.534466	archaea	n/a
NODE_128_length_86425_cov_18.501841	archaea	n/a
NODE_129_length_86318_cov_48.697495	prokarya	n/a
NODE_130_length_86288_cov_27.405923	eukarya	n/a
NODE_131_length_86079_cov_35.895808	eukarya	n/a
NODE_132_length_85831_cov_5.373846	bacteria	n/a
NODE_133_length_85442_cov_7.993032	prokarya	n/a
NODE_134_length_85195_cov_18.710547	archaea	n/a
NODE_135_length_85076_cov_42.373602	bacteria	n/a
NODE_136_length_84787_cov_10.909668	bacteria	n/a
NODE_137_length_84659_cov_9.595776	archaea	n/a
NODE_138_length_84634_cov_16.700611	bacteria	n/a
NODE_139_length_84499_cov_16.978649	archaea	n/a
NODE_140_length_84460_cov_9.138724	prokarya	n/a
NODE_141_length_84313_cov_25.312410	eukarya	n/a
NODE_142_length_84056_cov_31.255723	bacteria	n/a
NODE_143_length_83958_cov_17.825215	archaea	n/a
NODE_144_length_83917_cov_15.043488	prokarya	n/a
NODE_145_length_83870_cov_7.561952	archaea	n/a
NODE_146_length_83811_cov_6.203054	bacteria	n/a
NODE_147_length_82848_cov_27.930731	eukarya	n/a
NODE_148_length_82780_cov_5.952058	bacteria	n/a
NODE_149_length_82186_cov_27.734376	eukarya	n/a
NODE_150_length_81902_cov_8.571444	archaea	n/a
NODE_151_length_81461_cov_26.248778	eukarya	n/a
NODE_152_length_81410_cov_7.622555	bacteria	n/a
NODE_153_length_80729_cov_26.963235	eukarya	n/a
NODE_154_length_80530_cov_33.466766	archaea	n/a
NODE_155_length_80272_cov_26.093160	eukarya	n/a
NODE_156_length_80139_cov_18.112032	archaea	n/a
NODE_157_length_79960_cov_5.072799	bacteria	n/a
NODE_158_length_79923_cov_6.597573	archaea	n/a
NODE_159_length_79510_cov_21.135561	archaea	n/a
NODE_160_length_79460_cov_7.924312	archaea	n/a
NODE_161_length_79119_cov_5.440137	bacteria	n/a
NODE_162_length_78722_cov_6.935005	bacteria	n/a
NODE_163_length_78639_cov_26.389176	eukarya	n/a
