sequence_id	class_fst_stage	class_snd_stage
NODE_1_length_670465_cov_13.445545	bacteria	n/a
NODE_2_length_483646_cov_13.868713	bacteria	n/a
NODE_3_length_431929_cov_14.107978	bacteria	n/a
NODE_4_length_426200_cov_11.353032	bacteria	n/a
NODE_5_length_339977_cov_6.661175	bacteria	n/a
NODE_6_length_334640_cov_12.143665	bacteria	n/a
NODE_7_length_328787_cov_14.366812	bacteria	n/a
NODE_8_length_309309_cov_6.274325	bacteria	n/a
NODE_9_length_305390_cov_8.745859	bacteria	n/a
NODE_10_length_293538_cov_14.479152	bacteria	n/a
NODE_11_length_285603_cov_8.819768	bacteria	n/a
NODE_12_length_256910_cov_7.834416	bacteria	n/a
NODE_13_length_243937_cov_12.156859	bacteria	n/a
NODE_14_length_243017_cov_13.012920	bacteria	n/a
NODE_15_length_233662_cov_23.567937	bacteria	n/a
NODE_16_length_227738_cov_12.888911	bacteria	n/a
NODE_17_length_225639_cov_6.360154	bacteria	n/a
NODE_18_length_223713_cov_5.383563	bacteria	n/a
NODE_19_length_221929_cov_35.901133	bacteria	n/a
NODE_20_length_219743_cov_10.174930	bacteria	n/a
NODE_21_length_213990_cov_7.147213	bacteria	n/a
NODE_22_length_211880_cov_11.102953	bacteria	n/a
NODE_23_length_211427_cov_6.054534	bacteria	n/a
NODE_24_length_208790_cov_14.422967	bacteria	n/a
NODE_25_length_206248_cov_6.094121	bacteria	n/a
NODE_26_length_198973_cov_14.789949	bacteria	n/a
NODE_27_length_197167_cov_7.341314	bacteria	n/a
NODE_28_length_196250_cov_11.867209	bacteria	n/a
NODE_29_length_192887_cov_9.425401	bacteria	n/a
NODE_30_length_190170_cov_11.470200	bacteria	n/a
NODE_31_length_189708_cov_8.190042	bacteria	n/a
NODE_32_length_182472_cov_10.913287	bacteria	n/a
NODE_33_length_179822_cov_5.357897	bacteria	n/a
NODE_34_length_177497_cov_11.040188	bacteria	n/a
NODE_35_length_176012_cov_6.791676	bacteria	n/a
NODE_36_length_175401_cov_10.162758	bacteria	n/a
NODE_37_length_174117_cov_12.096782	bacteria	n/a
NODE_38_length_171878_cov_11.009824	bacteria	n/a
NODE_39_length_171158_cov_12.646096	bacteria	n/a
NODE_40_length_169589_cov_11.783589	bacteria	n/a
NODE_41_length_165089_cov_14.211060	bacteria	n/a
NODE_42_length_164037_cov_11.186594	bacteria	n/a
NODE_43_length_163615_cov_10.282337	bacteria	n/a
NODE_44_length_159772_cov_11.322589	bacteria	n/a
